"city","date","day.of.week","time","time.hour","lat","lng","subject.age","subject.race","subject.sex","violation","outcome","vehicle.make","vehicle.colour","vehicle.year"
"sa","2019-11-04","Monday","14:47:00",14.7833333333333,29.3528029,-98.5290482,23,"hispanic","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","chevrolet","black",1999
"sa","2018-11-15","Thursday","08:59:00",8.98333333333333,29.427308,-98.5178381,52,"hispanic","male","FAILURE TO DISPLAY DRIVER'S LICENSE|FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)","citation","ford","other",1999
"sa","2016-10-26","Wednesday","16:15:00",16.25,29.3206883,-98.5012084,19,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","honda","white",2009
"sa","2016-09-01","Thursday","00:05:00",0.0833333333333333,29.522654,-98.3991105,41,"white","male","WRONG WAY ONE-WAY STREET|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","chevrolet","white",2002
"sa","2017-03-23","Thursday","18:22:00",18.3666666666667,29.3565872,-98.5231434,26,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","ford","other",2009
"sa","2016-08-29","Monday","09:03:00",9.05,29.3675869,-98.5183728,50,"hispanic","male","SPEEDING-POSTED LIMIT","citation","toyota","white",2013
"sa","2014-04-10","Thursday","12:00:00",12,29.520183,-98.5016784,24,"hispanic","male","FAILURE TO DISPLAY DRIVER'S LICENSE|IMPROPER RIGHT OR LEFT TURN - SIGNAL","citation","ford","black",2008
"sa","2018-06-25","Monday","12:56:00",12.9333333333333,29.3563398,-98.5251262,29,"black","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","chevrolet","white",2002
"sa","2013-07-23","Tuesday","18:15:00",18.25,29.4340278,-98.5469012,27,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","other",2006
"sa","2012-06-13","Wednesday","22:23:00",22.3833333333333,29.5228792,-98.364786,50,"white","female","DISREGARD RED LIGHT","citation","toyota","other",2008
"sa","2017-10-18","Wednesday","15:01:00",15.0166666666667,29.4176684,-98.6673235,31,"hispanic","male","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","honda","black",2006
"sa","2016-03-14","Monday","18:25:00",18.4166666666667,29.3681068,-98.5329027,18,"hispanic","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","chevrolet","other",1986
"sa","2017-04-07","Friday","09:30:00",9.5,29.4063982,-98.6179241,23,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","white",2016
"sa","2017-10-09","Monday","05:53:00",5.88333333333333,29.4063982,-98.6179241,47,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","gray",2014
"sa","2018-08-15","Wednesday","08:03:00",8.05,29.3743991,-98.4883893,22,"black","male","SPEEDING-POSTED LIMIT","citation","other","other",2014
"sa","2012-11-07","Wednesday","19:52:00",19.8666666666667,29.4699621,-98.5309972,27,"hispanic","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|SPEEDING-POSTED LIMIT|FAILURE TO DISPLAY DRIVER'S LICENSE","citation","chevrolet","other",2002
"sa","2012-10-05","Friday","09:48:00",9.8,29.4612437,-98.63334,25,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2011
"sa","2018-01-03","Wednesday","15:41:00",15.6833333333333,29.3383589,-98.5614784,40,"white","female","SPEEDING-POSTED LIMIT","citation","other","black",2006
"sa","2016-06-28","Tuesday","14:19:00",14.3166666666667,29.591314,-98.4675909,33,"white","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE|DRIVING WHILE LICENSE INVALID|FAILURE TO DISPLAY VALID LICENSE PLATE","citation","chevrolet","other",1993
"sa","2012-01-23","Monday","15:16:00",15.2666666666667,29.4885991,-98.5137554,31,"black","male","SPEEDING IN SCHOOL ZONE","citation","other","gray",2002
"sa","2016-11-03","Thursday","12:26:00",12.4333333333333,29.4078615,-98.5026401,42,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","black",2016
"sa","2016-08-30","Tuesday","15:11:00",15.1833333333333,29.4377144,-98.3801421,28,"hispanic","female","SPEEDING-POSTED LIMIT","citation","chevrolet","black",2011
"sa","2017-01-28","Saturday","09:23:00",9.38333333333333,29.6163166,-98.2565611,55,"black","female","SPEEDING-POSTED LIMIT|IMPROPER LANE CHANGE","citation","other","black",2016
"sa","2013-05-13","Monday","12:25:00",12.4166666666667,29.5226673,-98.4148891,25,"black","female","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|FAILURE TO DISPLAY VALID LICENSE PLATE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","black",2004
"sa","2014-04-21","Monday","23:27:00",23.45,29.3366832,-98.4629124,41,"other","female","DISREGARD STOP SIGN","citation","other","white",2013
"sa","2015-05-05","Tuesday","15:20:00",15.3333333333333,29.3586708,-98.5636653,52,"hispanic","male","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2004
"sa","2014-03-25","Tuesday","20:05:00",20.0833333333333,29.4002311,-98.5120868,32,"white","male","SPEEDING-POSTED LIMIT|DRIVING WHILE LICENSE INVALID","citation","other","black",2008
"sa","2012-04-10","Tuesday","10:14:00",10.2333333333333,29.6712566,-98.158275,35,"white","male","IMPROPER LANE CHANGE -SIGNAL|SPEEDING-POSTED LIMIT|UNSAFE SPEED","citation","chevrolet","black",2011
"sa","2019-02-26","Tuesday","08:25:00",8.41666666666667,29.370574,-98.5340334,34,"hispanic","male","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)","citation","other","other",2004
"sa","2018-08-29","Wednesday","11:19:00",11.3166666666667,29.4868855,-98.5867043,48,"hispanic","female","SPEEDING-POSTED LIMIT","citation","toyota","other",2015
"sa","2013-03-27","Wednesday","16:43:00",16.7166666666667,29.35776,-98.524687,33,"white","male","SPEEDING-POSTED LIMIT","citation","other","white",2004
"sa","2013-09-13","Friday","21:53:00",21.8833333333333,29.4522211,-98.4166905,27,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","silver",2003
"sa","2018-02-24","Saturday","10:04:00",10.0666666666667,29.520108,-98.4920612,29,"hispanic","female","SPEEDING-POSTED LIMIT|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","gray",2010
"sa","2014-04-09","Wednesday","11:56:00",11.9333333333333,29.362938,-98.4447572,45,"white","male","IMPROPER LANE CHANGE -SIGNAL","citation","ford","white",2012
"sa","2018-12-21","Friday","08:07:00",8.11666666666667,29.5506167,-98.5716209,29,"hispanic","female","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","black",2009
"sa","2014-01-14","Tuesday","14:18:00",14.3,29.371476,-98.5337137,60,"hispanic","female","SPEEDING IN SCHOOL ZONE","citation","other","other",2002
"sa","2020-01-16","Thursday","17:14:00",17.2333333333333,29.572809294,-98.418099973,57,"white","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","honda","other",2002
"sa","2016-04-27","Wednesday","07:52:00",7.86666666666667,29.5201085,-98.4913626,31,"hispanic","male","SPEEDING-POSTED LIMIT","citation","honda","gray",2015
"sa","2013-01-24","Thursday","13:00:00",13,29.4247962,-98.4816434,32,"white","male","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","chevrolet","other",1995
"sa","2014-02-02","Sunday","00:09:00",0.15,29.5404366,-98.4434567,37,"white","female","SPEEDING-POSTED LIMIT","citation","chevrolet","white",2013
"sa","2014-08-11","Monday","11:39:00",11.65,29.5023704,-98.3966651,30,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","silver",2014
"sa","2012-01-12","Thursday","15:42:00",15.7,29.4768373,-98.4988677,29,"hispanic","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|SPEEDING IN SCHOOL ZONE","citation","other","silver",2004
"sa","2014-03-22","Saturday","13:07:00",13.1166666666667,29.4936367,-98.5544751,37,"white","male","SPEEDING-POSTED LIMIT","citation","other","white",2014
"sa","2014-08-15","Friday","13:05:00",13.0833333333333,29.6709308,-98.1598547,44,"white","male","SPEEDING-POSTED LIMIT","citation","other","other",2007
"sa","2017-06-06","Tuesday","08:48:00",8.8,29.4078615,-98.5026401,32,"hispanic","male","SPEEDING-POSTED LIMIT|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","chevrolet","other",2001
"sa","2013-11-28","Thursday","00:15:00",0.25,29.5741811,-98.6316091,57,"white","female","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)","citation","other","gray",2013
"sa","2012-03-08","Thursday","13:10:00",13.1666666666667,29.4202547,-98.5877502,22,"hispanic","female","IMPROPER LANE CHANGE -SIGNAL|SPEEDING-POSTED LIMIT","citation","toyota","other",2010
"sa","2014-10-28","Tuesday","22:49:00",22.8166666666667,29.5057234,-98.5443112,24,"hispanic","female","DRIVING ON LEFT - IMPROVED SHOULDER|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING-POSTED LIMIT","citation","other","other",2009
"sa","2014-07-24","Thursday","12:45:00",12.75,29.4486291,-98.6981842,51,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING-POSTED LIMIT","citation","other","silver",2000
"sa","2013-05-16","Thursday","11:50:00",11.8333333333333,29.4934207,-98.4001767,39,"hispanic","male","IMPROPER LANE CHANGE -SIGNAL","citation","other","black",2011
"sa","2013-04-08","Monday","17:34:00",17.5666666666667,29.3116619,-98.5320849,50,"hispanic","female","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2003
"sa","2014-07-11","Friday","01:30:00",1.5,29.450037,-98.4058801,26,"hispanic","male","SPEEDING-POSTED LIMIT|IMPROPER RIGHT OR LEFT TURN - SIGNAL|FAILURE TO DRIVE WITHIN A SINGLE LANE","citation","other","other",2005
"sa","2015-06-12","Friday","13:57:00",13.95,29.3528029,-98.5290482,30,"black","male","SPEEDING-POSTED LIMIT","citation","other","white",2015
"sa","2017-04-13","Thursday","09:51:00",9.85,29.5650883,-98.5917656,29,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","other","black",2014
"sa","2015-09-03","Thursday","11:15:00",11.25,29.4610725,-98.3097869,62,"white","male","SPEEDING-POSTED LIMIT","citation","chevrolet","silver",2002
"sa","2015-01-13","Tuesday","14:55:00",14.9166666666667,29.417313,-98.5091432,32,"hispanic","female","SPEEDING-POSTED LIMIT|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","other",2014
"sa","2016-06-22","Wednesday","10:33:00",10.55,29.5050817,-98.3987269,31,"black","male","SPEEDING-POSTED LIMIT","citation","other","silver",2006
"sa","2013-09-19","Thursday","18:06:00",18.1,29.5154882,-98.3959056,23,"white","female","SPEEDING-POSTED LIMIT","citation","other","black",2012
"sa","2014-01-09","Thursday","14:48:00",14.8,29.413354,-98.4322416,48,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","silver",2006
"sa","2019-05-15","Wednesday","07:55:00",7.91666666666667,29.636681,-98.5086624,48,"white","male","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)","citation","chevrolet","white",2014
"sa","2013-07-12","Friday","18:09:00",18.15,29.5650883,-98.5917656,22,"black","female","SPEEDING-POSTED LIMIT","citation","other","black",2013
"sa","2019-02-20","Wednesday","11:57:00",11.95,29.5650883,-98.5917656,57,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2013
"sa","2018-06-23","Saturday","10:12:00",10.2,29.520108,-98.4920612,44,"white","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","ford","white",2005
"sa","2019-09-04","Wednesday","14:00:00",14,29.2923249,-98.4727669,34,"asian/pacific islander","female","SPEEDING-POSTED LIMIT","citation","toyota","white",2013
"sa","2014-09-09","Tuesday","07:49:00",7.81666666666667,29.4145915,-98.4567347,23,"black","male","NO VALID CERTIFICATE OF INSPECTION|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","ford","other",1998
"sa","2014-11-23","Sunday","22:53:00",22.8833333333333,29.5215417,-98.4836823,33,"black","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|FAILURE TO DRIVE WITHIN A SINGLE LANE","citation","other","other",2000
"sa","2016-01-08","Friday","08:22:00",8.36666666666667,29.3482331,-98.5381949,23,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","black",2013
"sa","2019-01-24","Thursday","09:46:00",9.76666666666667,29.3516625,-98.4430481,43,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2018
"sa","2018-04-12","Thursday","19:38:00",19.6333333333333,29.417841,-98.669947,31,"hispanic","male","DRIVING WHILE LICENSE INVALID","citation","other","other",2014
"sa","2015-02-06","Friday","09:01:00",9.01666666666667,29.5201085,-98.4913626,23,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","gray",2002
"sa","2018-02-28","Wednesday","23:35:00",23.5833333333333,29.5650883,-98.5917656,24,"hispanic","male","FAILURE TO DISPLAY DRIVER'S LICENSE|DISREGARD RED LIGHT","citation","chevrolet","gray",2002
"sa","2013-02-28","Thursday","08:48:00",8.8,29.3376841,-98.5646193,42,"black","male","FAIL TO MOVE VEHICLE - FREEWAY ACCIDENT","citation","ford","other",2002
"sa","2018-07-03","Tuesday","06:05:00",6.08333333333333,29.4241219,-98.4936282,54,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","gray",2018
"sa","2019-07-20","Saturday","10:49:00",10.8166666666667,29.6088917,-98.6024168,25,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","other","silver",2016
"sa","2016-03-04","Friday","13:44:00",13.7333333333333,29.3562574,-98.4903172,27,"hispanic","female","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","honda","other",2006
"sa","2013-01-01","Tuesday","11:12:00",11.2,29.3206883,-98.5012084,46,"white","male","FAIL TO CHANGE ADDRESS-IDENTIFICATION CERTIFICATE|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","chevrolet","white",1989
"sa","2013-12-18","Wednesday","11:45:00",11.75,29.540172,-98.376535,31,"hispanic","male","DRIVING DIVIDED HIGHWAY","citation","honda","other",2011
"sa","2014-12-10","Wednesday","14:17:00",14.2833333333333,29.3582881,-98.5644199,21,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","other","other",2005
"sa","2019-03-26","Tuesday","12:14:00",12.2333333333333,29.3790729,-98.3912328,54,"white","female","SPEEDING-POSTED LIMIT","citation","honda","other",2017
"sa","2020-02-12","Wednesday","13:04:00",13.0666666666667,29.5650883,-98.5917656,19,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","white",2012
"sa","2012-09-06","Thursday","00:57:00",0.95,29.4891697,-98.3862109,52,"hispanic","male","FAIL TO CHANGE ADDRESS ON LICENSE|FAILED TO STOP LEAVING PRIVATE PROPERTY","citation","ford","other",2012
"sa","2015-11-08","Sunday","18:39:00",18.65,29.493402,-98.5957791,31,"hispanic","female","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|HEADLAMPS REQUIRED","citation","chevrolet","other",2007
"sa","2017-02-15","Wednesday","12:25:00",12.4166666666667,29.5335134,-98.4538715,69,"hispanic","female","SPEEDING-POSTED LIMIT","citation","chevrolet","silver",2010
"sa","2013-05-20","Monday","20:33:00",20.55,29.3870489,-98.6438392,54,"white","male","SPEEDING-POSTED LIMIT","citation","other","gray",2011
"sa","2015-07-15","Wednesday","17:50:00",17.8333333333333,29.3612368,-98.5221676,29,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING-POSTED LIMIT","citation","other","gray",2014
"sa","2015-05-08","Friday","12:39:00",12.65,29.52291,-98.494705,22,"white","female","SPEEDING-POSTED LIMIT","citation","toyota","white",2012
"sa","2015-04-02","Thursday","22:35:00",22.5833333333333,29.3995437,-98.5436614,22,"hispanic","female","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","gray",2006
"sa","2012-11-12","Monday","10:50:00",10.8333333333333,29.5650883,-98.5917656,20,"other","male","SPEEDING-POSTED LIMIT|IMPROPER LANE CHANGE -SIGNAL","citation","toyota","silver",1998
"sa","2012-09-13","Thursday","18:29:00",18.4833333333333,29.413354,-98.4322416,25,"white","male","SPEEDING-POSTED LIMIT","citation","other","silver",2007
"sa","2013-03-15","Friday","11:42:00",11.7,29.4247962,-98.4816434,29,"black","male","SPEEDING-POSTED LIMIT","citation","other","black",2013
"sa","2012-02-17","Friday","01:12:00",1.2,29.4368102,-98.5304928,36,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|FAILURE TO DISPLAY DRIVER'S LICENSE","citation","chevrolet","other",2002
"sa","2013-12-01","Sunday","12:52:00",12.8666666666667,29.3612368,-98.5221676,58,"hispanic","male","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2014
"sa","2019-03-17","Sunday","09:40:00",9.66666666666667,29.4497692,-98.4227397,22,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","other",2011
"sa","2019-06-18","Tuesday","09:35:00",9.58333333333333,29.3745609,-98.5143977,18,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","silver",2018
"sa","2015-06-14","Sunday","01:54:00",1.9,29.508333,-98.1662711,29,"hispanic","male","IMPROPER LANE CHANGE|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","other",2004
"sa","2012-06-07","Thursday","06:55:00",6.91666666666667,29.5201085,-98.4913626,41,"black","male","SPEEDING-POSTED LIMIT","citation","other","black",2000
"sa","2017-09-30","Saturday","09:27:00",9.45,29.5650883,-98.5917656,23,"white","female","OBEDIENCE TO RAISED PAVEMENT MARKERS","citation","honda","other",2016
"sa","2013-11-01","Friday","07:33:00",7.55,29.3528029,-98.5290482,31,"hispanic","male","IMPROPER RIGHT TURN AT INTERSECTION|OBEDIENCE TO RAISED PAVEMENT MARKERS","citation","other","other",1986
"sa","2014-02-24","Monday","10:01:00",10.0166666666667,29.5934122,-98.2903213,47,"white","female","SPEEDING-POSTED LIMIT","citation","other","white",2010
"sa","2015-08-13","Thursday","09:38:00",9.63333333333333,29.5571249,-98.6149714,35,"hispanic","female","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING-POSTED LIMIT","citation","honda","other",2005
"sa","2017-01-19","Thursday","15:19:00",15.3166666666667,29.5450894,-98.5781942,33,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","other","other",2012
"sa","2018-05-08","Tuesday","12:02:00",12.0333333333333,29.4994522,-98.4227303,34,"hispanic","female","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","honda","other",2007
"sa","2012-09-13","Thursday","15:04:00",15.0666666666667,29.3582712,-98.5593757,20,"hispanic","female","SPEEDING IN SCHOOL ZONE","citation","ford","other",2006
"sa","2012-10-14","Sunday","02:37:00",2.61666666666667,29.4200344,-98.5325987,17,"hispanic","male","IMPROPER LIGHTS-TAIL LAMP","citation","chevrolet","other",1992
"sa","2016-11-19","Saturday","13:58:00",13.9666666666667,29.6648696,-98.1680624,18,"hispanic","female","SPEEDING-POSTED LIMIT","citation","ford","white",2004
"sa","2016-07-25","Monday","16:46:00",16.7666666666667,29.4899878,-98.5606,63,"hispanic","male","SPEEDING-POSTED LIMIT","citation","toyota","other",2014
"sa","2014-07-14","Monday","16:48:00",16.8,29.3742755,-98.5346612,26,"hispanic","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|NO VALID CERTIFICATE OF INSPECTION|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","other",2003
"sa","2018-09-24","Monday","08:26:00",8.43333333333333,29.6090281240001,-98.368306031,39,"black","male","PASSING ON RIGHT - IMPROVED SHOULDER","citation","toyota","silver",2016
"sa","2018-10-11","Thursday","14:34:00",14.5666666666667,29.3874816,-98.4854223,35,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","other","gray",2017
"sa","2015-05-20","Wednesday","16:09:00",16.15,29.3528029,-98.5290482,30,"hispanic","female","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","chevrolet","other",2005
"sa","2012-09-05","Wednesday","23:30:00",23.5,29.3890595,-98.4325445,31,"black","male","DISREGARD STOP SIGN","citation","ford","silver",2008
"sa","2012-11-27","Tuesday","16:43:00",16.7166666666667,29.3528029,-98.5290482,55,"white","male","SPEEDING-POSTED LIMIT","citation","other","white",2012
"sa","2012-06-24","Sunday","11:48:00",11.8,29.4410493,-98.372414,26,"hispanic","male","SPEEDING-POSTED LIMIT|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","chevrolet","white",2008
"sa","2014-07-25","Friday","01:34:00",1.56666666666667,29.2960783,-98.5491669,27,"white","male","DISREGARD STOP SIGN","citation","honda","other",1994
"sa","2013-02-06","Wednesday","17:14:00",17.2333333333333,29.4557048,-98.5520097,27,"white","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","white",1990
"sa","2018-03-26","Monday","13:26:00",13.4333333333333,29.4040082,-98.6253236,64,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","toyota","silver",2016
"sa","2017-06-24","Saturday","08:24:00",8.4,29.5717993,-98.5987377,20,"hispanic","male","SPEEDING-POSTED LIMIT","citation","toyota","black",2016
"sa","2015-05-06","Wednesday","19:54:00",19.9,29.2850399,-98.4727158,31,"black","male","SPEEDING-POSTED LIMIT","citation","other","silver",2014
"sa","2015-03-27","Friday","19:17:00",19.2833333333333,29.387375,-98.555717,17,"hispanic","male","UNSAFE SPEED|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","other",2003
"sa","2016-01-07","Thursday","12:58:00",12.9666666666667,29.4253709,-98.4980086,23,"white","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|NO BRAKE LIGHTS","citation","chevrolet","silver",2007
"sa","2013-02-24","Sunday","03:10:00",3.16666666666667,29.5532354,-98.6667037,20,"white","male","SPEEDING-POSTED LIMIT|DRIVING WHILE LICENSE INVALID","citation","other","black",2013
"sa","2018-08-14","Tuesday","10:31:00",10.5166666666667,29.4358741,-98.6451547,26,"hispanic","male","FAILURE TO DISPLAY DRIVER'S LICENSE|SPEEDING-POSTED LIMIT","citation","other","gray",2013
"sa","2016-06-19","Sunday","15:03:00",15.05,29.5650883,-98.5917656,30,"white","male","SPEEDING-POSTED LIMIT","citation","other","silver",2003
